film_id,genre,director_name,title,length,rating
4489,scifi,Jason Moore,Term nation maybe identify and.,3.03,52.09
4490,scifi,Heather Wolfe,Blue between culture best red.,1.07,56.03
4491,comedy,Jordan Morrow,Medical network like.,2.43,38.02
4492,comedy,Rachel Rose,Manage now dark.,1.64,34.17
4493,romance,Anne Campbell,Well compare recent majority treat chair.,0.73,57.34
4494,scifi,Charles Spencer,Seven decision remember grow cup real number camera.,1.93,50.32
4495,romance,Alicia Cline,Executive many election baby film only little.,2.64,44.65
4496,scifi,Sean Fox,Against thing southern student.,2.58,63.02
4497,scifi,Bernard Holmes,After decision red try walk alone.,2.73,55.80
4498,romance,Jeff Olson,Follow edge lose research buy center main.,2.27,31.94
4499,documentary,Ryan Weber,Model white ten nothing piece event.,1.57,48.04
4500,comedy,Terry Rodriguez,Coach thousand understand others movement kind agency.,2.08,53.24
4501,romance,Stacie Garcia,Color pattern push notice avoid fact.,1.41,38.32
4502,documentary,Haley Morris,Town agreement change prove.,0.66,58.00
4503,scifi,Amy Wilson,Safe great model hour own interest woman enjoy.,2.38,51.51
4504,scifi,Rick Lee,Line stuff fire power for name television.,0.78,48.41
4505,romance,Amber Garcia,Take important try reach.,1.38,30.72
4506,romance,Joseph Vazquez,Reach positive sit fight lot relate.,0.49,36.30
4507,scifi,Natalie Jenkins,Magazine table night performance someone develop occur.,0.55,51.80
4508,romance,Matthew Dawson,Worry of cold son summer under.,1.85,41.06
4509,documentary,Tiffany Beasley,With military step customer prepare billion.,2.39,38.87
4510,documentary,Richard Padilla,Adult according should social.,2.85,68.52
4511,documentary,Corey Campbell,Direction explain anything family.,1.66,52.05
4512,romance,Madeline Gonzales,Us know executive see measure.,0.89,61.31
4513,comedy,Kevin Blackwell,Network field unit what throw off adult.,2.62,59.45
4514,scifi,Tina Anderson,Cell add size oil career wind peace into.,1.86,49.16
4515,romance,Melissa Luna,Respond thought tax visit perhaps moment western.,2.4,54.90
4516,scifi,Kyle Ellison,Adult century face culture.,2.22,29.19
4517,comedy,Nathaniel Fowler,Think degree lay make employee model.,1.45,76.85
4518,scifi,Dr. Leslie Benitez,Material art business fall.,0.71,50.94
4519,romance,Linda Henderson,Plan eye family money such check.,2.4,36.54
4520,scifi,Brandon Kim,His many cover sure much available nearly feel.,1.63,59.74
4521,scifi,Mr. Larry Hamilton MD,Really animal plan trip.,2.13,52.64
4522,scifi,Kyle Thompson,When within see wall.,0.89,64.16
4523,scifi,Sarah Johnson,Dog whole lay person.,2.55,42.53
4524,comedy,Robert Willis,Begin great authority experience season true first.,0.98,55.16
4525,scifi,David White,Everything during great use subject their child.,0.69,57.44
4526,comedy,Rick Johnson,Very carry recognize wear positive.,1.49,57.43
4527,comedy,Katherine Mercado,Girl dinner strong beyond.,2.73,53.46
4528,scifi,Jennifer Hernandez,Cover citizen report site.,3.05,31.63
4529,documentary,Daniel Green,Hair add put technology manage her cost.,1.96,42.84
4530,scifi,Christopher Garner,Clearly money himself six parent already.,1.27,55.13
4531,documentary,Sandra Lee,Trade western rise better democratic later.,2.75,43.91
4532,romance,Austin Taylor,Performance his respond enjoy lose.,1.84,48.76
4533,documentary,Richard Walker,Go where unit particularly fear under book.,1.34,33.38
4534,scifi,Susan Wallace,Mention music budget different.,0.56,47.79
4535,scifi,Ricky Thomas,Shoulder make water interview.,0.83,58.38
4536,scifi,Melanie Ramirez,Small sure answer majority suggest.,0.35,47.14
4537,romance,Daniel Cortez,Move participant people important ahead study word.,2.76,58.93
4538,romance,Claudia Wilson,Provide husband test sister to heart.,1.65,56.64
4539,documentary,Robert Diaz,Wide third pretty plant program part method.,2.48,82.75
4540,documentary,Mackenzie Rogers,Major city member commercial low I.,0.67,59.44
4541,documentary,Erica Henry,Far wonder drop take might.,1.76,33.51
4542,comedy,Erin Brock,Election alone spend.,2.25,43.59
4543,comedy,Michael Newman,Production participant offer research interesting score indeed loss.,2.06,30.13
4544,romance,Kathleen Doyle,Expect door board late air necessary.,0.88,51.16
4545,romance,Daniel Cantu,Realize success mention share heart region where system.,1.5,75.41
4546,romance,Matthew Johnson,Approach thing score.,3.16,48.19
4547,documentary,Sonya Kent,Store push threat.,0.46,45.56
4548,comedy,Joseph Lee,Indicate technology church.,1.79,31.51
4549,documentary,April Wilson,Act new yard.,1.38,57.48
4550,documentary,Jared Smith,Rule attorney science season.,1.88,58.73
4551,romance,Monica Brown,Eye figure investment reason long cultural onto themselves.,2.25,56.27
4552,romance,Kimberly Conway,Everyone activity way rise rise list.,3,61.60
4553,documentary,Nichole Blanchard,Town data best answer somebody glass.,1.22,61.45
4554,comedy,Benjamin Jones,Color whole fast top social return store sort.,2.92,60.94
4555,scifi,Ashley Brewer,President describe western enough art market.,1.25,53.03
4556,documentary,Joshua Potts,Season production although ten already admit seat.,2.79,60.50
4557,scifi,Brittany Savage MD,Standard move hotel decide check order admit.,0.86,57.13
4558,scifi,Michelle Kent,Others work how summer real will.,1.52,44.13
4559,comedy,Jacqueline Ellis DDS,Model cut parent trouble.,2.06,48.85
4560,romance,Maria Anderson,Fall own law seat suggest.,2.02,53.85
4561,scifi,Marie Porter,Suddenly whole treat economic.,2.78,66.68
4562,romance,Sarah Gomez,Hotel way agree significant wide wind ahead.,1.76,36.72
4563,romance,Sandra Gardner,Production increase popular anything into system.,0.6,63.45
4564,documentary,Laura Lopez,Figure large speak court recently.,2.2,38.17
4565,comedy,Rachel Adams,Effort mind piece social yard staff.,2.78,36.11
4566,documentary,Maureen Roach,Sign method visit local fast beautiful goal local.,2.87,64.31
4567,documentary,Alan Perez,Anything sell southern onto your.,0.39,62.48
4568,documentary,Roberto Warren,Surface build week write.,0.88,55.51
4569,comedy,Sandra Schaefer,Off ask forget outside admit arrive under.,2.26,38.08
4570,comedy,Alec Carr,At condition cost enjoy small.,0.52,47.10
4571,scifi,Jacob Martin,Again official consumer matter sign past expert.,1.44,40.67
4572,documentary,Jaime Bradford,Consider somebody worker approach policy.,2.95,65.78
4573,documentary,William Black,Staff bed perform eight.,1.44,42.91
4574,comedy,Donald Brown,Common such everyone part want before information less.,2.09,41.99
4575,comedy,Ann Rowland,Much attention partner least news indeed feeling.,2.58,45.19
4576,comedy,Joe Grant MD,Find firm past southern society attack.,0.69,50.24
4577,comedy,Scott Garcia,Require often between threat number company anyone.,0.67,62.72
4578,scifi,Alyssa Camacho,Civil issue between.,3.07,54.35
4579,scifi,Jonathan Rodriguez,Most small rate win.,1.85,79.76
4580,romance,Andre Sweeney,Total production understand camera establish respond.,0.54,60.99
4581,romance,Stephen Bailey,Age forward accept consumer practice.,2.9,45.03
4582,documentary,Ashley Thomas,Bed letter collection however standard.,1.57,49.25
4583,documentary,Melanie Choi,Indeed population down little join.,3.09,59.31
4584,comedy,Joel Nelson,Few property song third training.,1.06,53.57
4585,comedy,William Lynch,Despite degree little sister get stop message.,1.79,34.42
4586,romance,Casey Simpson,Water support try likely never generation film.,1.91,54.81
4587,documentary,Dean Cunningham,Article training shake eight fight traditional activity too.,3.02,58.67
4588,scifi,Anthony Cunningham,Vote report very someone.,0.7,56.92
4589,scifi,Joseph Hill,Attorney country feel surface institution.,0.58,42.58
4590,scifi,William Sullivan,War so school move serious.,1.68,55.64
4591,scifi,Suzanne White,Woman reason game life other return involve.,0.46,39.48
4592,comedy,Emma King,Step charge chair across.,0.43,51.16
4593,scifi,Robin Hubbard,Treat expert against gun everyone old.,2.85,46.60
4594,romance,Andrea Lawrence,Agreement coach effort lot.,2.3,54.77
4595,romance,Robert Curtis,Seek weight another people.,1.76,40.74
4596,comedy,Laurie Wilkinson,Movement whole trip paper never why.,2.5,62.69
4597,comedy,Maria Lawrence,Mr fall particularly project put green.,0.35,49.58
4598,romance,Maria Medina,None interesting rest cost face land.,2.01,49.84
4599,documentary,Ricky Crawford,Likely media seat me study walk ten.,1.77,55.59
4600,scifi,William Graham,Exactly theory range class.,1.4,49.87
4601,documentary,Amy Johnson,Drug power growth great.,1.89,71.41
4602,romance,Sarah Silva,Important physical stop reality senior.,0.84,44.36
4603,scifi,Laurie Anderson,Together way may begin people.,1.16,67.51
4604,scifi,Joshua Johnson,Husband low chair scientist.,2.68,38.79
4605,documentary,Rita Ramirez,Because tonight evening house heart list compare.,0.36,65.58
4606,documentary,Trevor Miller,Magazine consider practice prove federal civil new.,2.26,48.90
4607,scifi,Stephen Spencer,Sign board arrive no leg.,1.43,46.94
4608,romance,Dawn Chavez,Reality design choice despite fast each.,0.72,49.43
4609,documentary,Michelle Clark,Alone off country game.,1.68,50.50
4610,scifi,Stephen Owens,Base wait phone these leave.,2.87,39.40
4611,comedy,Erica George,Form rate bad.,1.39,50.14
4612,scifi,Robert Thompson,Former likely fight the myself degree.,1.99,51.70
4613,documentary,Brian Kent MD,Different door finally show.,0.67,45.94
4614,comedy,Kristi Casey,I research money tell three couple.,2.99,44.13
4615,documentary,Linda Leonard,Way project pressure computer phone majority that.,1.22,67.94
4616,comedy,Courtney Howard,Always federal plan discussion various.,2.91,56.07
4617,documentary,Dawn Johnson,Mention have sound trouble artist president.,1.26,28.22
4618,documentary,Lisa Collins,Hour so industry indicate mission partner already.,0.66,45.66
4619,documentary,Joseph Williamson,And store far our accept.,2.01,68.78
4620,scifi,Bruce Hughes,Point nor develop possible long.,0.36,50.96
4621,comedy,Nathan Smith,Increase pay feel piece rather pull than.,0.7,53.16
4622,romance,Amanda Wright,Thing available room light first policy.,0.99,30.69
4623,comedy,Danielle Pacheco,Music finish service source including gun drive.,2.16,55.78
4624,comedy,Allen Miller,Heart parent eye necessary scene.,0.36,70.71
4625,documentary,Ms. Audrey Macdonald,Want page evening responsibility early short experience drive.,0.79,34.52
4626,documentary,April Brown,Say week none that news above word.,1.24,60.60
4627,romance,Robert Wilson,Character strong new both middle leg daughter for.,2.77,52.40
4628,scifi,Lisa Graves,Same ever leave trouble.,2.05,55.54
4629,scifi,John Reese,Size thought east us them.,1.21,57.15
4630,scifi,Katie Bautista,Food court million story.,2.11,54.10
4631,romance,Jessica Cole,Kind sport wind his professor interest.,1.68,51.44
4632,romance,William Smith,Budget civil simply ever edge human lose air.,3.07,59.57
4633,comedy,Mark Kelly,Leave American little college mouth.,1.58,38.00
4634,comedy,Daniel Collins,Huge professor fly series fight thing range.,2.44,53.32
4635,romance,Stacy Burns,Wide tree up perhaps he husband party.,0.42,56.21
4636,comedy,Kenneth Hooper,Form talk visit side.,1.89,55.35
4637,scifi,Jamie Johnson,Herself sense relationship have girl name live.,1.66,40.63
4638,comedy,Kevin Robinson,Study risk people tell care.,1.21,45.43
4639,scifi,Kenneth Shaw,Natural save money already.,1.27,52.21
4640,documentary,Courtney Shepard,Must begin meet notice thousand.,0.88,67.37
4641,comedy,Kristy Paul,Use impact ok consider think pass.,1.18,60.16
4642,scifi,Thomas Curtis,Shake same pattern executive beautiful data walk.,0.98,40.02
4643,comedy,Sean Santana,Customer guess pick network huge late.,3.15,38.13
4644,romance,Daniel Smith,Read baby fine open control.,1.51,53.97
4645,romance,Anne Jennings,Air school later three commercial first.,2.88,44.07
4646,documentary,Christine Cook,Adult yard truth short PM argue.,0.7,50.56
4647,scifi,Anna Washington,Allow per far need my not.,2.73,69.97
4648,documentary,Charles Rios,Pull successful control thought.,2.87,49.76
4649,scifi,Gina Peck,Get part ok matter.,1.81,59.09
4650,documentary,Jeremy Hensley,Property inside respond free.,1.64,54.95
4651,romance,Sheila Clayton,Civil consumer itself probably.,0.43,52.21
4652,comedy,Jessica Paul,Group enough from southern.,2,50.50
4653,documentary,Kristin Bradford,Exactly everyone I benefit it rule.,0.96,44.77
4654,scifi,Timothy Howard,Political in national.,1.69,53.65
4655,comedy,Brian Molina,Need war manager also.,2.4,44.65
4656,documentary,Tracy Anthony,Recently from second ever popular reach.,1.94,51.54
4657,romance,Lauren Reed,Part available let guess mean economic sense.,0.29,61.29
4658,documentary,Dustin Cox,Behind beautiful produce east study.,1.44,50.79
4659,scifi,Jeremy Randolph,Others study next station region campaign.,2.4,36.53
4660,romance,Calvin Mullen,Modern actually entire green particularly whether happy.,1.59,57.69
4661,romance,Andrea Dawson,Daughter wide enough rate eight.,0.96,47.93
4662,romance,Susan Fleming,Protect feel blood red then.,2.4,47.84
4663,scifi,Lawrence Goodwin,Onto Republican shake truth send.,2.18,45.73
4664,romance,Shirley Brown,Necessary month thus head toward represent hold.,2.29,57.71
4665,scifi,Ashley Williams,Present look term next three or.,1.02,52.46
4666,documentary,Emily Miller,Nation figure present.,1.04,39.61
4667,scifi,Brenda Robinson,Learn find account positive themselves town.,1.98,46.91
4668,romance,Andrew Parker,Debate safe bag check.,0.59,47.65
4669,documentary,Robert Bradshaw,Culture see without tough debate life treatment little.,1.18,39.02
4670,comedy,Bonnie Baker,To item prepare area.,1.99,44.29
4671,romance,Tyrone Cooper,Whose tax article.,0.25,42.85
4672,scifi,Amanda Jackson,Age actually finally since style.,1.84,53.25
4673,romance,Andrea Sandoval,As send else million along yet national pattern.,2.46,38.33
4674,comedy,James Mason,Section sport operation raise however activity so.,2.86,42.82
4675,documentary,Robert Moreno,Media career blue decade admit measure.,1.1,47.06
4676,scifi,Ashley Walker,Floor treat summer six baby hundred yeah.,1.72,57.57
4677,documentary,Sherry Mcguire,Friend different statement entire.,1.2,64.33
4678,comedy,William Evans,Above husband sign carry.,2.99,41.13
4679,scifi,Charles Pearson,Crime mouth garden exactly town family.,1.09,53.66
4680,documentary,Susan Moore,Trouble office pattern feeling.,1.29,45.44
4681,documentary,Monique Wheeler,East rock animal side foot.,0.54,31.80
4682,comedy,Brian Cortez,Financial number car should wrong less enough.,0.99,42.49
4683,scifi,Kyle Turner,Money clear save really work.,1.38,52.52
4684,scifi,Glenda Curry,Always in every senior listen change say.,0.37,54.84
4685,comedy,Christina Fuller,Pass defense value least individual run become stop.,2.13,36.96
4686,scifi,Jessica Stone,Around what research wear responsibility lot line.,0.92,51.26
4687,comedy,Monica Foster,Traditional other his property show few.,1.42,38.16
4688,documentary,Dr. David Jordan IV,Catch media difficult parent deep its treat young.,1.18,54.88
4689,documentary,Lisa Watson,Spring statement course information meet professor get.,2.75,42.93
4690,romance,Jessica Barnes MD,Anything baby home up.,1.13,61.49
4691,scifi,Mary Chavez,Look cultural big design.,1.37,68.32
4692,romance,John Stephens,Opportunity mouth throughout me question.,2.78,55.56
4693,romance,Crystal Horn,Term central painting design woman.,3.18,44.94
4694,scifi,Sara Rodriguez,Grow power forget statement.,0.88,43.10
4695,comedy,Taylor King,Yet account dinner star.,0.72,31.24
4696,scifi,Julie Tucker,Much news trouble rate.,0.28,48.35
4697,documentary,Travis Scott,Kitchen notice should seven evening activity.,1.93,32.19
4698,documentary,Maurice Taylor,Civil six effect six represent since.,2.16,35.52
4699,romance,Dennis Smith,Understand sometimes check.,2.63,44.11
4700,scifi,Jeffrey Higgins,Practice enjoy budget police teacher about usually.,2.11,27.00
4701,documentary,Jeffrey Mclean,Mrs score vote analysis impact land.,1.4,54.22
4702,comedy,Maria Mcclure,Stay traditional bad business high writer.,2.64,48.18
4703,documentary,Matthew Adams,Information bank color represent.,2.25,89.34
4704,romance,Amber Carr,Carry adult character conference maybe none feeling stay.,0.61,60.93
4705,scifi,Bryan Whitney,Forward chance site green sense shoulder white fact.,1.8,57.84
4706,documentary,Tracy Butler,General tonight laugh money.,1,39.95
4707,romance,Eric Santana,Suggest deal try nor.,2.73,38.37
4708,comedy,Dave Bailey,Boy almost must two large.,2.27,44.01
4709,romance,Mr. Danny Dennis,Control beautiful science provide.,1.57,52.18
4710,scifi,Joyce Hoffman,Second local save recent traditional anything.,2.93,40.59
4711,comedy,Billy Lewis,Under deal beautiful study.,0.73,47.61
4712,romance,Oscar Edwards,Of make campaign send money.,2.82,44.74
4713,romance,Michael Ortiz,City across party thought media none.,2.81,40.40
4714,documentary,Casey Williams,Have drive beautiful hospital society cultural word.,1.37,52.63
4715,scifi,Michael Erickson,Never prepare market.,0.27,41.53
4716,romance,Teresa Garcia,Right section step executive.,1.06,53.20
4717,scifi,James Lucas,Major cost debate democratic drop life turn result.,2.63,48.77
4718,romance,Jeffrey Smith,Newspaper hear old tell.,0.83,51.65
4719,scifi,Jessica Scott,Energy stand economy life history general crime.,2.94,38.19
4720,romance,Donna Russell,Condition leg hope behavior.,1.98,59.75
4721,comedy,Shannon Wilson,Set event interesting.,0.98,48.02
4722,scifi,Frank Freeman,Traditional today me western five win no well.,0.91,53.57
4723,romance,Veronica Simmons,Second such deep anyone character difficult.,3.13,55.51
4724,documentary,James Moreno,Boy peace daughter model need look base responsibility.,2.97,40.87
4725,scifi,Kenneth Perkins,Tell child foot school also think.,0.51,39.72
4726,documentary,Michael Diaz,How his price agreement else thought color instead.,1.82,41.01
4727,comedy,Lisa Houston,Best involve cost participant type oil they.,1.5,52.33
4728,romance,Larry Caldwell,Go we growth team history management imagine.,2.86,35.81
4729,comedy,Michael Campbell,Tv toward person east particularly.,0.72,32.47
4730,romance,Randy Kim,Culture guy those wife.,2.49,42.16
4731,scifi,Ellen White,Talk truth term everything.,1.24,51.04
4732,romance,Gavin Holmes,Network letter sense through contain new budget.,0.57,43.26
4733,comedy,Steven Wilkinson,Mr on do.,0.21,59.41
4734,documentary,Christopher Moore,True campaign risk perhaps poor security.,2.63,47.12
4735,romance,Gary Turner,Write ability then teach notice moment.,2.16,57.41
4736,scifi,Mrs. Sandy Silva DDS,Tree field drug beyond offer possible.,0.47,59.55
4737,romance,Jennifer Bush,Car hold level.,0.94,47.79
4738,documentary,Laura Hatfield,Factor would condition order number.,0.27,41.98
4739,romance,Jessica Clark,Accept beautiful member training.,1.06,36.29
4740,scifi,Stephen Rich,Either real trial entire nature.,0.8,43.17
4741,scifi,Mark Ramsey,I almost indeed control.,2.9,58.33
4742,romance,Samuel Evans,Explain particularly great best suddenly.,1.28,48.68
4743,documentary,Kelly Gibson,He a Democrat indicate summer always.,2.48,70.34
4744,comedy,Michael Tran,Technology serve political.,0.78,49.46
4745,documentary,Nathan Pierce,Get car thought agree quickly heart note.,3.17,35.34
4746,documentary,Jonathan Hobbs,Some program value mother remember.,0.63,58.49
4747,documentary,Timothy Williams,Worry generation morning forward security boy.,0.49,60.87
4748,romance,Daniel Johnson,Laugh cover rule.,2.08,50.54
4749,comedy,Melanie Walker,Kitchen whether interesting son measure north east.,2.07,45.06
4750,comedy,Melissa Salazar,Finally back right real do stay fire.,0.28,40.69
4751,scifi,William Mcgee,Tough resource different total plant hit from.,1.24,41.69
4752,romance,Lori Hudson,Culture develop keep education let list.,2.84,52.83
4753,comedy,Bill Lane,Former social finally follow owner unit course.,2.16,41.33
4754,romance,Anthony Morgan,Reason possible include fight.,1.78,74.57
4755,documentary,Amanda Holmes,Perhaps especially media mention action head.,1.22,56.67
4756,scifi,Erin Flowers,Level knowledge forward within tonight early.,1.11,42.24
4757,scifi,Adam Douglas,Alone person subject occur then trouble.,0.3,60.35
4758,documentary,Tyler Wilcox,Organization imagine also.,0.79,61.99
4759,comedy,Steven Thomas,Resource get take body.,2.84,40.62
4760,romance,Paul Chavez,Successful beautiful enter more central.,1.86,57.46
4761,comedy,Elizabeth Brown,Energy hotel establish Mr discussion.,2.66,42.72
4762,comedy,Steven Mccann,Raise house sign remain enjoy land simple.,1.68,34.47
4763,comedy,Alexander Hernandez,Short carry site.,2.87,50.22
4764,romance,Michelle Martinez,Station well box.,0.52,40.22
4765,comedy,Alexander Ross,While yet try no.,3.1,59.69
4766,scifi,Jennifer Miller,Very middle apply perhaps southern purpose poor.,2.85,52.56
4767,comedy,Sandy Morgan,When toward yourself show edge provide.,0.46,58.11
4768,comedy,Travis Simpson,Body value and house natural moment.,2.01,27.86
4769,romance,Dakota Le,Message science probably wrong message view tell.,1.6,48.27
4770,documentary,Jacob Barnes,When decade play painting consumer.,0.87,51.64
4771,romance,Maureen Bell,Test these student individual story election table.,1.13,42.67
4772,scifi,Monica Hart,Whom green grow feel.,0.93,45.88
4773,comedy,Veronica Fernandez,Theory person see special.,1.08,33.03
4774,documentary,Matthew Hernandez,Bag trade wide either couple threat.,2.99,56.05
4775,comedy,Timothy Vaughan,More determine development stuff full cup.,1.11,40.95
4776,documentary,Alexander Jordan,Someone figure card affect.,1.14,45.46
4777,documentary,Paul Ferguson,Read I sport.,2.84,53.68
4778,romance,John Peterson,Within guy summer.,0.95,51.87
4779,romance,James Kane,Happy cost between.,2.46,39.18
4780,scifi,Kenneth Weaver,Record raise treat land.,0.85,40.95
4781,documentary,Kiara Brown,Manage sometimes water hundred new myself.,1.71,56.99
4782,comedy,Maureen Wilson,Set door medical change day accept determine.,0.35,36.99
4783,romance,Jennifer Thomas,Purpose keep popular idea explain teacher.,2.25,49.40
4784,comedy,Samantha Craig,Something well win life expert effort all.,0.44,56.32
4785,romance,Raymond Harris,Sea mother series throughout treat Congress.,2.33,40.57
4786,scifi,Yolanda Hanson,Goal popular chance little get state.,0.69,31.08
4787,comedy,Makayla Carter,Walk surface cut.,0.34,45.24
4788,comedy,Victoria Calhoun,Little wrong song life establish education.,3.11,70.16
4789,scifi,Adam Robinson,Trade one bill movement.,1.13,66.81
4790,scifi,Ann Sharp,Collection test total support study stage.,1.65,40.23
4791,romance,Edward Morrison,Itself turn finish common data green.,0.37,39.10
4792,scifi,James Melton,Base focus price major expect everything attorney.,1.96,53.47
4793,comedy,Andrew Phillips MD,Continue political around may attorney.,2.57,39.73
4794,scifi,Valerie Harvey,Recognize front decade family traditional speech.,1.81,60.52
4795,romance,Oscar Graham,Character board common product woman.,2.8,35.84
4796,romance,Jessica Ramirez,Material character wide yeah sound although.,2.92,61.02
4797,scifi,Autumn Walker,Happen real decade.,1.27,35.70
4798,scifi,James Bond,Though fine give though relationship condition tree.,1.57,49.89
4799,comedy,Michele Garcia DDS,Like threat ready bring best indicate study.,1.77,53.02
4800,documentary,Peter Robertson,Attention when see so participant well.,1.85,45.20
4801,scifi,Miss Heather Parker,Thus produce thing deep arm decide myself.,2.36,47.09
4802,comedy,Ryan Hall,Live activity general keep father himself run.,0.48,61.37
4803,documentary,Gabriella Owens,Hundred risk capital truth contain financial stop young.,1.85,63.53
4804,romance,Shelly Morgan,Against tree value exist ready.,0.57,34.17
4805,comedy,Marcus Douglas,Senior few owner phone stay early know activity.,2.43,34.42
4806,scifi,Stephen Thompson,Best charge send while sister certain.,1.01,46.69
4807,documentary,Donald Garza,Agree population local special case.,2.76,49.08
4808,comedy,Vincent Watson,Democrat talk director carry trial tree.,1.6,44.87
4809,comedy,Emily Taylor,Worry east feel.,2.64,48.37
4810,scifi,Joseph Johnson,Out way street hotel physical check.,0.94,41.51
4811,romance,Cole Rosales,Deal our treat condition buy laugh.,1.04,34.38
4812,documentary,John Spence,Local indicate career my.,0.86,71.60
4813,comedy,Sherry Perez,Support cell stuff try.,0.93,36.82
4814,scifi,Alec Herrera,Direction successful machine fast watch defense one.,3.14,37.38
4815,scifi,Brianna Smith,Heart center visit help example.,0.42,62.80
4816,romance,Robert Coleman,Out each here record word language size save.,3.02,53.88
4817,comedy,Sheila Torres,Service behavior hand pretty candidate strong.,0.66,34.64
4818,romance,Ana Black,Until issue gas nothing college.,2.12,50.46
4819,comedy,Jeanne Wilson,Hand career generation possible recent partner.,3.17,43.42
4820,documentary,Zachary Hawkins,Rather seek pick condition rate very.,1.95,49.70
4821,comedy,Douglas Cole,Will poor summer baby then letter drive.,2.11,48.61
4822,romance,Megan Potts,His box continue individual case glass.,1.6,52.86
4823,comedy,Donna Leonard,Guy matter view general eye.,1.07,60.64
4824,romance,Scott Griffin MD,Learn know we himself anything ability.,0.86,69.84
4825,scifi,Brandy Hebert,Authority specific chance modern seven.,1.01,48.29
4826,documentary,Michael Thomas,Data positive ball let suddenly cover.,3.15,55.42
4827,documentary,Robert Hudson,Before teacher it only state audience.,1.42,46.43
4828,romance,Joshua Espinoza,High former find identify attack.,2.21,55.62
4829,documentary,Tammy Brown,Manage health hour eye great style.,1.02,31.42
4830,comedy,Samantha Kim,Again available society raise issue wind.,0.55,26.79
4831,romance,Marc Richard,Throw computer score word.,1.9,40.60
4832,romance,Carla Yates,Call government own against state college.,1.34,43.53
4833,scifi,Stacey Russo,Figure message one Congress whole.,2.77,55.67
4834,documentary,James Smith,Kitchen research determine lot air total.,2.98,51.69
4835,comedy,Kathleen Bennett,Into treat population chair collection design.,0.38,47.75
4836,comedy,Rebecca Chang,Meet each second feeling action tax.,2.03,39.25
4837,documentary,Gina Morgan,Realize lot rise step purpose past.,0.84,49.79
4838,romance,Brittany Baker,Their threat authority plant end.,2.8,56.43
4839,comedy,Nicholas Pope,Idea similar figure.,0.91,51.64
4840,scifi,Madeline Barry,Early alone share start.,1.58,54.04
4841,romance,Amanda Roman,Grow simply important Democrat chance.,2.48,41.12
4842,comedy,Carl Miller,Must art know.,2.56,49.85
4843,romance,Mary Mason,Receive rock style let inside.,0.75,54.54
4844,scifi,Clayton Brock,Degree agree official others.,2.78,50.98
4845,documentary,Paul Flores,Ask certainly four establish.,2.82,53.62
4846,romance,Kevin Allen,Age store exist.,2.87,35.30
4847,scifi,Angel Robbins,Expect quite since professor view cost.,2.04,50.40
4848,romance,Kimberly Robertson,Economic small physical represent north choose.,2.75,48.99
4849,comedy,Anna Jordan,Must grow want single very expert.,0.65,57.99
4850,scifi,Tara Park,Energy mother surface candidate.,0.75,61.20
4851,comedy,James Martin,Such city ground thought detail bill grow.,0.6,29.61
4852,documentary,Jeffery Glenn,Size three toward available prove energy choice.,2.06,58.35
4853,documentary,Megan Sims,Physical half husband employee.,2.8,61.93
4854,scifi,Tara Hawkins,From social these series.,0.29,49.63
4855,documentary,Jaime Schaefer,Dinner face rise must modern position.,1.16,61.04
4856,documentary,Chelsea Spencer,Evidence country research financial let.,2.72,42.14
4857,documentary,Karen Cannon,Official administration moment build commercial debate total our.,2.93,47.59
4858,documentary,Debra Wells,Particularly heart according.,0.86,61.43
4859,comedy,Stephen Richardson,Probably rule light.,0.65,58.09
4860,romance,Duane Mcdonald,Any difference manage behind finish yes.,3.08,66.02
4861,documentary,Todd Gutierrez,Positive today series east at quickly space professor.,2.78,52.03
4862,comedy,Robin Jones,Bed deep range ground away.,2.87,30.14
4863,scifi,Amy Barker,Structure enjoy themselves miss appear.,0.59,51.93
4864,comedy,Melissa Rodriguez,Once among structure.,0.27,55.53
4865,romance,Vernon Owens,Worker animal feel phone college realize.,1.02,58.15
4866,documentary,Derrick Scott,Role budget detail question machine crime production guy.,2.42,59.52
4867,comedy,Shannon French,Effect good him spring.,2.12,64.64
4868,comedy,Sara Wright,Relate than together executive foreign gas sure.,1.52,75.68
4869,romance,Jason Snyder,Stock cut after once.,1.79,51.21
4870,comedy,Scott Cain,At so respond manager series product.,1.16,63.63
4871,scifi,Ashlee Duncan,Quality car answer state whether.,2.47,29.88
4872,documentary,Taylor Prince,Social trade as add school court easy.,3.14,59.27
4873,comedy,Christopher Miles,Piece his blood former Republican win.,1.2,43.86
4874,comedy,Stephanie Lane,Quickly visit magazine wear if though.,3.15,40.54
4875,documentary,Patricia Weber,Give western each significant mission similar.,1.79,44.37
4876,documentary,Aimee Yang,Green key affect start.,0.86,48.41
4877,comedy,Derek Moore,Affect play fight customer.,1,34.89
4878,scifi,Megan Mccormick,Yard blood itself fish choice.,2.77,37.78
4879,romance,Melissa Sandoval,Show always no natural television.,3.09,44.63
4880,romance,Jesse Solis,Exist physical cause hard can real war.,1.29,49.04
4881,romance,Kimberly James,Similar garden view without nature business.,2.09,47.60
4882,scifi,Jason Tran,Across simply down news charge.,0.97,65.91
4883,comedy,Paula Price,Speak market indicate write together benefit.,0.6,24.04
4884,scifi,Jacqueline Grimes,Coach until action scientist ball.,2.12,68.58
4885,romance,Carlos Munoz,Writer able happen civil but discuss safe.,2.94,53.04
